# index cotheta theta phi
1.7410e+03 4.6886e-01 7.9616e-01 4.4230e+00
1.7420e+03 3.8175e-01 8.1764e-01 4.1033e+00
1.7430e+03 -3.7445e-01 1.1959e+00 4.5760e+00
1.7440e+03 1.4475e+00 5.4784e-01 4.7223e-02
1.7450e+03 -4.2785e-02 1.2525e+00 5.0785e+00
1.7460e+03 4.4920e+00 9.5404e-01 1.6654e+00
1.7470e+03 2.5287e+00 1.0713e+00 1.4981e+00
1.7480e+03 2.3243e-01 9.4078e-01 3.3184e+00
1.7490e+03 1.3750e+00 9.5884e-01 1.8921e+00
1.7500e+03 2.2296e+00 6.3625e-01 1.3196e+00
1.7510e+03 6.6012e-01 1.2517e+00 1.3323e+00
1.7520e+03 -3.6781e-01 6.1056e-01 4.1958e+00
1.7530e+03 5.8687e-01 5.9444e-01 5.4417e+00
1.7540e+03 8.7271e-01 8.0322e-01 3.0651e+00
1.7550e+03 -1.1343e-01 2.9346e-01 1.8360e+00
1.7560e+03 2.0428e+00 1.2392e+00 2.0550e+00
1.7570e+03 9.9968e-02 8.9505e-01 5.8676e+00
1.7580e+03 6.9869e-02 4.8382e-01 3.8549e+00
1.7590e+03 1.3667e+00 1.5375e-01 5.3644e-01
1.7600e+03 -1.0851e-01 3.3137e-01 3.7107e+00
1.7610e+03 1.0066e+00 3.3038e-01 3.2151e+00
1.7620e+03 1.4321e+00 2.0055e-01 1.1706e+00
1.7630e+03 7.2481e-01 1.1289e+00 6.6224e-01
1.7640e+03 7.1943e-01 6.4800e-01 4.0751e+00
1.7650e+03 -5.7826e-02 9.8462e-01 5.3427e-01
1.7660e+03 1.0150e+00 7.1200e-01 3.9270e+00
1.7670e+03 3.0999e+00 1.1244e+00 1.7879e+00
1.7680e+03 8.2697e-01 5.4520e-01 3.5441e+00
1.7690e+03 8.4328e-01 9.7302e-01 2.2555e+00
1.7700e+03 5.2510e-01 7.7646e-01 4.0397e+00
1.7710e+03 -2.6799e-01 1.2921e+00 3.3481e+00
1.7720e+03 1.4663e+00 1.0802e+00 5.5185e+00
1.7730e+03 5.2110e+00 5.8834e-01 1.6898e+00
1.7740e+03 -6.1036e-02 1.0377e+00 4.2416e+00
1.7750e+03 1.5171e+00 3.8460e-01 1.7678e+00
1.7760e+03 1.1178e+00 7.1251e-01 2.6630e+00
1.7770e+03 2.2506e-01 3.2418e-01 7.8540e-01
1.7780e+03 1.2604e+00 9.6548e-01 1.3319e+00
1.7790e+03 1.3258e+00 1.1256e+00 3.0780e+00
1.7800e+03 -4.3945e-01 1.0461e+00 1.9329e+00
1.7810e+03 1.2006e+00 1.1941e+00 2.2371e+00
1.7820e+03 -1.3225e-02 9.7736e-01 3.6460e+00
1.7830e+03 2.9883e+00 6.9933e-01 1.3507e+00
1.7840e+03 2.2928e-01 4.3393e-01 5.2508e+00
1.7850e+03 8.8727e-01 7.4493e-01 2.8198e+00
1.7860e+03 3.5838e-01 7.0726e-01 1.2891e+00
1.7870e+03 1.1744e-01 2.6514e-01 2.0760e+00
1.7880e+03 3.8409e-01 7.5280e-01 3.9270e+00
1.7890e+03 1.1736e+00 6.2851e-01 5.7044e+00
1.7900e+03 1.0209e+00 1.1350e+00 1.3411e-02
1.7910e+03 1.0313e+00 1.2268e+00 2.7419e+00
1.7920e+03 3.8615e-01 1.1933e+00 1.5183e+00
1.7930e+03 6.9451e-01 1.3486e+00 1.3478e+00
1.7940e+03 1.3289e+00 1.3336e+00 1.7706e+00
1.7950e+03 3.5745e-01 1.3617e+00 3.4202e+00
1.7960e+03 2.5854e-01 7.3559e-01 5.3718e+00
1.7970e+03 1.0068e+00 7.5038e-01 3.2276e+00
1.7980e+03 1.2659e+00 6.5630e-01 1.9591e+00
1.7990e+03 2.2164e+00 1.1708e+00 1.4931e+00
1.8000e+03 2.2962e+00 1.0355e+00 2.3113e+00
1.8010e+03 1.2563e+00 5.1151e-01 2.3585e+00
1.8020e+03 7.4570e-01 4.9223e-01 5.2874e+00
1.8030e+03 -3.0170e-01 1.1412e+00 4.5300e+00
1.8040e+03 1.5128e+00 1.1205e+00 2.2841e+00
1.8050e+03 1.0241e+00 6.1345e-01 3.4560e-01
1.8060e+03 3.1193e+00 9.7005e-01 1.8469e+00
1.8070e+03 1.3798e+00 5.4003e-01 8.4914e-01
1.8080e+03 9.5540e-01 7.4330e-01 5.2928e+00
1.8090e+03 1.4289e-01 1.0018e+00 4.1186e+00
1.8100e+03 1.1423e+00 1.0561e+00 4.2952e+00
1.8110e+03 2.1478e+00 1.1549e+00 1.4657e+00
1.8120e+03 3.7084e+00 1.0711e+00 1.8190e+00
1.8130e+03 5.6578e-01 1.1081e+00 2.7197e+00
1.8140e+03 6.4411e-01 9.3148e-01 5.6016e-01
1.8150e+03 1.6090e+00 1.2241e+00 1.6397e-01
1.8160e+03 3.0164e-01 4.6709e-01 3.0880e+00
1.8170e+03 1.6193e+00 1.0459e+00 2.2907e+00
1.8180e+03 -3.6716e-01 1.2000e+00 3.1108e+00
1.8190e+03 9.4015e-01 1.1635e+00 2.4234e-01
1.8200e+03 1.0506e+00 8.7863e-01 3.2974e+00
1.8210e+03 7.5903e-01 1.1776e+00 1.5820e+00
1.8220e+03 7.4650e-01 1.3009e+00 1.3991e-01
1.8230e+03 3.4288e-01 9.5404e-01 3.2362e+00
1.8240e+03 7.2025e-02 7.8373e-01 4.5253e+00
1.8250e+03 4.0827e-01 1.1351e+00 6.7971e-01
1.8260e+03 9.3011e-01 7.9210e-01 2.4289e+00
1.8270e+03 1.6819e+00 7.5836e-01 2.5141e+00
1.8280e+03 1.9644e+00 5.0838e-01 1.1303e+00
1.8290e+03 1.5836e+00 1.3265e+00 2.7699e+00
1.8300e+03 3.5447e-01 7.6367e-01 4.4616e+00
1.8310e+03 7.9245e-01 1.1385e+00 2.8829e+00
1.8320e+03 1.0006e+00 8.2514e-01 5.4142e-01
1.8330e+03 7.6858e-01 2.5763e-01 2.3610e+00
1.8340e+03 -4.4145e-01 1.1494e+00 3.7916e+00
1.8350e+03 4.1893e-01 1.0561e+00 4.0120e+00
1.8360e+03 1.3376e+00 1.4138e+00 4.4625e+00
1.8370e+03 8.5312e-01 5.5042e-01 3.0107e+00
1.8380e+03 1.6922e+00 9.3547e-01 1.2717e+00
1.8390e+03 7.0491e-01 6.0010e-01 6.1719e-01
1.8400e+03 1.4761e-01 1.1605e+00 5.0775e+00
1.8410e+03 6.3524e-01 8.7888e-01 2.9874e+00
1.8420e+03 1.4497e+00 1.0112e+00 2.5220e+00
1.8430e+03 1.1626e+00 1.0964e+00 1.8326e+00
1.8440e+03 7.4506e-01 1.8325e-01 4.5760e+00
1.8450e+03 2.6965e+00 6.8871e-01 2.3098e+00
1.8460e+03 1.3525e-01 1.0368e+00 2.8395e+00
1.8470e+03 6.1248e-01 8.2107e-01 3.4148e+00
1.8480e+03 1.1584e-01 9.3148e-01 2.5814e+00
1.8490e+03 1.0586e+00 1.0813e+00 2.4159e+00
1.8500e+03 3.4934e-01 1.2121e+00 3.6276e+00
1.8510e+03 1.9194e+00 9.5262e-01 6.2640e+00
1.8520e+03 3.9018e-01 1.2212e+00 1.4644e+00
1.8530e+03 -4.3709e-01 1.1883e+00 3.8213e+00
1.8540e+03 1.9098e+00 1.1463e+00 1.6784e+00
1.8550e+03 1.0806e+00 4.9223e-01 9.9583e-01
1.8560e+03 2.6629e+00 1.0148e+00 2.1442e+00
1.8570e+03 1.0167e+00 1.1167e+00 2.6721e+00
1.8580e+03 8.3237e-01 1.0078e+00 2.4754e+00
1.8590e+03 6.4601e-01 9.7390e-01 4.0292e+00
1.8600e+03 8.3647e-01 1.2840e+00 3.3545e+00
1.8610e+03 7.5245e-01 1.3423e+00 1.7005e+00
1.8620e+03 1.9389e+00 9.3832e-01 4.2008e-01
1.8630e+03 2.0117e+00 1.0602e+00 1.4678e+00
1.8640e+03 1.5805e+00 6.9022e-01 2.3099e+00
1.8650e+03 5.8387e-01 3.3186e-01 1.0089e+00
1.8660e+03 5.1294e-01 1.0194e+00 1.8512e+00
1.8670e+03 -4.9978e-01 6.4170e-01 3.6225e+00
1.8680e+03 4.5151e-01 9.0507e-01 3.8990e+00
1.8690e+03 7.4127e-01 4.3881e-01 5.9954e+00
1.8700e+03 6.6108e-01 6.2197e-01 4.0337e+00
1.8710e+03 3.7172e-01 1.0449e+00 3.0951e+00
1.8720e+03 2.1390e-01 2.8475e-01 1.6570e+00
1.8730e+03 1.6838e+00 6.9956e-01 2.9194e+00
1.8740e+03 1.0366e-01 1.2212e+00 2.2365e-01
1.8750e+03 1.5231e+00 7.4385e-01 3.7201e+00
1.8760e+03 2.6448e-01 5.4179e-01 3.8632e+00
1.8770e+03 1.4467e+00 1.1783e+00 3.1968e+00
1.8780e+03 5.7124e-01 1.0740e+00 1.4416e+00
1.8790e+03 5.4508e-01 3.3272e-01 5.2787e+00
1.8800e+03 8.7424e-01 1.1986e+00 2.4587e+00
1.8810e+03 1.0635e+00 1.2938e+00 1.8063e+00
1.8820e+03 7.0628e-01 2.8475e-01 4.7986e+00
1.8830e+03 2.0361e-01 7.7110e-01 5.9785e+00
1.8840e+03 7.7277e-02 1.1908e+00 3.5435e+00
1.8850e+03 1.3211e+00 7.8955e-01 3.3804e+00
1.8860e+03 9.5121e-01 6.2206e-01 3.1014e+00
1.8870e+03 8.1439e-02 1.4018e+00 1.3751e+00
1.8880e+03 -2.2992e-02 1.3031e+00 1.1754e+00
1.8890e+03 1.2265e+00 8.1333e-01 1.9556e+00
1.8900e+03 5.0361e-02 1.0580e+00 4.7276e+00
1.8910e+03 1.1509e+00 9.1523e-01 2.5597e+00
1.8920e+03 6.2273e-01 1.3241e+00 2.3660e+00
1.8930e+03 2.5601e+00 1.0967e+00 2.1626e+00
1.8940e+03 1.0369e+00 1.1549e+00 2.0707e+00
1.8950e+03 8.2258e-01 4.9281e-01 2.1449e+00
1.8960e+03 3.3242e+00 6.6878e-01 1.8053e+00
1.8970e+03 6.2626e-01 8.3785e-01 2.5611e+00
1.8980e+03 2.5885e+00 8.8267e-01 2.2007e+00
1.8990e+03 1.1352e+00 9.9764e-01 2.9166e+00
1.9000e+03 3.0018e-01 1.3025e+00 3.1931e+00
1.9010e+03 1.4121e-01 1.3322e+00 4.7571e+00
1.9020e+03 6.5031e-01 7.9616e-01 3.4310e+00
1.9030e+03 5.7172e-01 6.5562e-01 3.1071e+00
1.9040e+03 8.2317e-01 1.0709e+00 2.8933e+00
1.9050e+03 1.2333e+00 2.4622e-01 1.2502e+00
1.9060e+03 7.9505e-01 3.3359e-01 5.2831e+00
1.9070e+03 8.8253e-01 5.8096e-01 3.5119e+00
1.9080e+03 1.2799e+00 5.1551e-01 9.1776e-01
1.9090e+03 1.3522e+00 1.1664e+00 2.7345e+00
1.9100e+03 4.8607e-01 4.6681e-01 3.1988e+00
1.9110e+03 1.6152e+00 1.1401e+00 1.4122e+00
1.9120e+03 1.7583e+00 1.1565e+00 2.2070e+00
1.9130e+03 6.6669e-01 3.7103e-01 5.7864e+00
1.9140e+03 3.3201e-01 6.4116e-01 4.2336e+00
1.9150e+03 4.6437e-01 5.1551e-01 3.7946e+00
1.9160e+03 9.5103e-01 1.2033e+00 5.9613e+00
1.9170e+03 2.2852e-01 1.0935e+00 4.3046e+00
1.9180e+03 1.0313e+00 1.3688e+00 1.3802e+00
1.9190e+03 7.0793e-01 1.1515e+00 5.3189e-01
1.9200e+03 4.4191e-02 7.6368e-01 1.8235e+00
1.9210e+03 2.5004e+00 1.1253e+00 1.8927e+00
1.9220e+03 4.3990e-01 1.0257e+00 5.8698e+00
1.9230e+03 6.0442e-01 6.2197e-01 4.0337e+00
1.9240e+03 -8.0508e-01 3.4111e-01 4.9426e+00
1.9250e+03 6.3612e-01 8.2736e-01 4.6859e+00
1.9260e+03 4.2103e-01 3.3359e-01 4.1417e+00
1.9270e+03 5.1535e-01 3.7932e-01 1.5075e+00
1.9280e+03 1.9140e+00 1.1699e+00 3.3569e+00
1.9290e+03 1.7028e+00 1.3399e+00 1.0990e+00
1.9300e+03 7.6323e-01 8.1435e-01 2.7586e+00
1.9310e+03 3.9792e-01 6.5567e-01 3.1790e+00
1.9320e+03 2.6780e-01 5.4406e-01 4.3087e+00
1.9330e+03 4.8477e-01 5.7081e-01 4.0442e+00
1.9340e+03 1.7042e+00 1.1628e+00 1.4906e+00
1.9350e+03 3.8155e-01 9.0252e-01 2.9514e+00
1.9360e+03 1.5672e-01 9.7617e-01 4.0793e+00
1.9370e+03 3.1257e-01 1.1029e+00 1.1128e+00
1.9380e+03 2.1022e-01 4.2331e-01 2.2735e+00
1.9390e+03 1.9173e+00 8.7924e-01 4.8665e+00
1.9400e+03 4.8981e-01 1.0448e+00 4.6957e+00
1.9410e+03 2.6155e-01 9.3805e-01 1.7072e+00
1.9420e+03 1.5084e+00 7.0220e-01 2.5807e+00
1.9430e+03 3.3667e+00 8.6028e-01 6.0773e+00
1.9440e+03 3.3271e-02 8.7733e-01 2.4505e+00
1.9450e+03 1.9500e+00 1.1433e+00 1.8774e+00
1.9460e+03 2.6361e+00 8.7278e-01 1.5466e+00
1.9470e+03 4.0843e-02 3.9459e-02 2.3884e+00
1.9480e+03 3.6445e-01 6.4440e-01 4.3906e+00
1.9490e+03 -4.5563e-01 1.2151e+00 5.2155e+00
1.9500e+03 1.2661e-01 1.0753e+00 1.4125e+00
1.9510e+03 2.7588e-02 1.2774e+00 6.0324e+00
1.9520e+03 -5.2280e-02 1.1441e+00 4.1678e+00
1.9530e+03 3.1753e-01 7.1127e-01 5.4963e+00
1.9540e+03 -6.3414e-01 1.0744e+00 2.7549e-01
1.9550e+03 3.4306e-01 1.1055e+00 9.9332e-01
1.9560e+03 1.4681e+00 1.2193e+00 2.2053e+00
1.9570e+03 -5.5901e-01 1.2210e+00 8.6795e-02
1.9580e+03 1.1539e+00 9.1826e-01 1.8797e+00
1.9590e+03 1.1393e+00 3.9714e-01 2.5393e+00
1.9600e+03 1.8821e-02 9.5393e-01 2.0599e+00
1.9610e+03 1.1979e+00 1.0059e+00 1.8606e+00
1.9620e+03 1.7657e+00 6.7526e-01 2.5449e+00
1.9630e+03 2.5468e-01 1.1700e+00 5.4948e-02
1.9640e+03 8.5386e-01 5.7979e-01 2.1268e+00
1.9650e+03 1.4368e+00 3.3063e-01 1.6548e+00
1.9660e+03 1.1661e+00 1.2094e+00 5.8603e+00
1.9670e+03 6.0587e-01 4.7138e-01 4.2274e+00
1.9680e+03 2.6672e+00 1.0198e+00 1.4566e+00
1.9690e+03 1.1117e+00 1.0562e+00 8.6935e-01
1.9700e+03 8.7106e-01 7.8131e-01 6.1485e+00
1.9710e+03 4.8308e-01 8.6464e-01 2.2272e+00
1.9720e+03 4.8479e+00 8.2809e-01 1.4980e+00
1.9730e+03 1.6518e-01 1.1725e+00 4.8362e+00
1.9740e+03 1.5044e+00 1.1114e+00 2.5427e+00
1.9750e+03 2.0264e-01 9.8593e-01 4.3352e+00
1.9760e+03 3.5015e-01 8.2089e-01 4.9875e+00
1.9770e+03 1.5063e+00 8.1145e-01 4.9498e-01
1.9780e+03 -9.3148e-02 8.9452e-01 4.2975e+00
1.9790e+03 4.2545e-01 5.8096e-01 4.3421e+00
1.9800e+03 2.9933e+00 1.1050e+00 1.5844e+00
1.9810e+03 8.1997e-01 6.5450e-01 3.1768e+00
1.9820e+03 -1.0324e-01 1.1055e+00 4.6473e+00
1.9830e+03 1.0223e+00 1.3802e+00 1.9311e+00
1.9840e+03 4.0399e-01 5.4750e-01 3.7443e+00
1.9850e+03 1.7396e+00 9.9069e-01 5.0118e+00
1.9860e+03 7.8340e-01 1.1986e+00 8.8793e-01
1.9870e+03 4.5726e-01 7.3405e-01 3.9669e+00
1.9880e+03 1.3822e+00 5.0838e-01 2.7011e+00
1.9890e+03 2.3792e-01 6.0996e-01 3.6559e+00
1.9900e+03 1.5567e+00 1.1408e+00 1.9301e+00
1.9910e+03 3.3245e-01 1.2122e+00 2.1722e+00
1.9920e+03 1.2443e+00 1.2155e+00 1.1558e+00
1.9930e+03 -5.3362e-01 7.6668e-01 5.7325e+00
1.9940e+03 1.6538e+00 6.9418e-01 2.4912e+00
1.9950e+03 -1.1303e-01 9.4548e-01 1.1153e+00
1.9960e+03 2.0325e+00 2.9346e-01 1.3056e+00
1.9970e+03 8.4158e-01 5.4090e-01 3.8655e+00
1.9980e+03 1.0319e+00 1.3664e+00 4.6131e-01
1.9990e+03 -2.9100e-02 1.1406e+00 2.8569e+00
2.0000e+03 1.3476e-01 1.1106e+00 1.7219e-01
2.0010e+03 7.8182e-01 1.1408e+00 1.2114e+00
2.0020e+03 5.4211e-01 3.7787e-01 3.2097e+00
2.0030e+03 1.5897e-01 6.5688e-01 4.6071e+00
2.0040e+03 -7.6396e-02 5.9411e-01 1.1244e+00
2.0050e+03 1.5051e+00 1.1903e+00 2.8734e+00
2.0060e+03 1.4742e+00 6.9960e-01 3.5630e+00
2.0070e+03 2.5676e-01 9.8601e-01 1.5875e+00
2.0080e+03 -2.7118e-01 7.4249e-01 4.1309e+00
2.0090e+03 1.2462e+00 1.1407e+00 1.2105e+00
2.0100e+03 2.1602e-01 6.2482e-01 6.1681e+00
2.0110e+03 9.6943e-01 9.6054e-01 7.0699e-01
2.0120e+03 1.6194e+00 9.4839e-01 1.3202e+00
2.0130e+03 3.5264e-01 8.8378e-01 4.9101e+00
2.0140e+03 -1.1340e-01 9.2227e-01 6.1021e+00
2.0150e+03 6.9412e-01 9.5405e-01 2.8570e+00
2.0160e+03 9.7575e-01 9.1521e-01 1.6317e+00
2.0170e+03 1.4305e+00 9.9177e-01 1.0840e+00
2.0180e+03 1.0543e+00 1.3811e+00 1.6983e+00
2.0190e+03 1.2976e+00 1.2130e+00 2.4687e+00
2.0200e+03 8.8055e-01 4.7038e-01 4.5560e+00
2.0210e+03 5.9469e-01 1.1347e+00 1.1744e-02
2.0220e+03 1.1820e+00 9.3401e-01 1.5508e+00
2.0230e+03 1.1457e+00 3.8087e-01 3.2046e+00
2.0240e+03 2.1092e+00 1.0707e+00 2.1708e+00
2.0250e+03 2.2517e-01 5.6019e-01 3.6219e+00
2.0260e+03 1.0386e+00 8.2927e-02 5.9751e+00
2.0270e+03 3.3008e+00 8.0502e-01 1.4424e+00
2.0280e+03 1.0857e+00 1.3929e+00 2.7141e+00
2.0290e+03 1.5925e+00 8.6600e-01 6.0325e+00
2.0300e+03 1.0556e+00 9.7680e-01 2.5102e+00
2.0310e+03 2.2803e-01 8.7790e-01 3.8317e+00
2.0320e+03 5.8824e-01 5.0805e-01 4.6671e+00
2.0330e+03 1.5106e-01 9.7687e-01 2.6366e+00
2.0340e+03 1.0480e-01 1.0701e+00 1.5570e+00
2.0350e+03 1.4198e+00 8.9428e-01 6.6605e-01
2.0360e+03 4.4419e-01 1.0183e+00 1.4897e+00
2.0370e+03 2.1903e+00 1.1158e+00 1.6356e+00
2.0380e+03 2.3786e+00 8.7642e-01 1.4596e+00
2.0390e+03 3.6268e+00 5.5034e-01 1.7002e+00
2.0400e+03 1.5379e+00 8.9433e-01 2.6304e+00
2.0410e+03 -6.0819e-01 2.9339e-01 2.4808e+00
2.0420e+03 -8.9872e-01 1.0003e+00 3.5054e+00
2.0430e+03 9.2272e-01 2.8506e-01 1.6692e+00
2.0440e+03 4.0559e-01 3.5474e-01 3.5095e+00
2.0450e+03 1.0077e+00 4.3881e-01 5.9954e+00
2.0460e+03 3.3620e+00 9.5201e-01 1.5516e+00
2.0470e+03 6.8445e-01 7.6401e-01 1.8224e+00
2.0480e+03 1.3874e+00 8.4557e-01 2.6251e+00
2.0490e+03 9.7117e-01 1.2233e+00 1.1028e+00
2.0500e+03 1.7871e+00 7.7724e-01 2.6665e+00
2.0510e+03 2.3265e-01 9.8602e-01 4.7300e+00
2.0520e+03 -3.8006e-01 7.5280e-01 5.4978e+00
2.0530e+03 9.7021e-01 1.0066e+00 1.9685e+00
2.0540e+03 1.1405e+00 8.0439e-01 3.4790e+00
2.0550e+03 7.6366e-01 7.1897e-01 6.2534e+00
2.0560e+03 1.4102e+00 9.3835e-01 2.4928e+00
2.0570e+03 -7.5105e-01 8.8753e-01 4.9513e+00
2.0580e+03 2.6002e-01 7.9102e-01 7.8477e-01
2.0590e+03 9.4632e-01 1.2377e+00 1.6169e+00
2.0600e+03 -1.0931e-01 6.5788e-01 6.1805e+00
2.0610e+03 2.2665e-01 9.2912e-01 1.0981e+00
2.0620e+03 1.4467e+00 1.1153e+00 3.1292e+00
2.0630e+03 -2.0965e-02 1.2586e+00 3.3221e+00
2.0640e+03 1.5540e+00 3.3272e-01 2.5753e+00
2.0650e+03 6.6320e-01 6.6249e-01 1.7160e-01
2.0660e+03 4.4561e+00 1.1124e+00 1.7683e+00
2.0670e+03 1.7403e+00 6.6902e-01 6.9002e-01
2.0680e+03 1.5785e+00 8.5802e-01 1.2198e+00
2.0690e+03 1.2329e+00 1.0261e+00 2.3342e+00
2.0700e+03 1.5777e+00 7.6533e-01 1.9978e+00
2.0710e+03 1.5545e+00 9.6562e-01 2.9014e+00
2.0720e+03 1.5908e+00 8.9423e-01 1.0603e+00
2.0730e+03 3.5586e-01 6.4875e-01 3.7770e+00
2.0740e+03 9.5371e-01 7.7724e-01 5.1875e+00
2.0750e+03 5.0894e-01 8.7496e-01 4.2787e+00
2.0760e+03 8.7665e-01 1.0341e+00 1.4603e+00
2.0770e+03 3.4845e+00 6.7750e-01 1.8706e+00
2.0780e+03 7.6922e-01 3.9723e-01 2.8185e+00
2.0790e+03 1.8309e+00 1.0376e+00 1.3978e+00
2.0800e+03 8.7064e-01 1.0889e+00 8.2469e-01
2.0810e+03 1.2542e+00 1.3331e+00 1.4743e+00
2.0820e+03 3.2692e-03 1.1059e+00 1.5039e+00
2.0830e+03 1.2244e+00 1.0503e+00 2.0949e+00
2.0840e+03 1.1339e-01 9.9888e-01 3.6592e+00
2.0850e+03 -4.2799e-01 1.1003e+00 4.0601e+00
2.0860e+03 1.1841e+00 9.2118e-01 2.6143e+00
2.0870e+03 8.7416e-01 8.7889e-01 2.8057e+00
2.0880e+03 7.2993e-01 1.3589e+00 7.4528e-01
2.0890e+03 1.1174e+00 7.5284e-01 1.0698e+00
2.0900e+03 1.9750e+00 9.4829e-01 1.2020e+00
2.0910e+03 9.0727e-01 1.2185e+00 2.7520e+00
2.0920e+03 6.5440e-02 1.1269e+00 4.9545e+00
2.0930e+03 1.9552e+00 6.4565e-01 3.4636e+00
2.0940e+03 7.1454e-01 4.7108e-01 3.2977e+00
2.0950e+03 6.8666e-01 1.0826e+00 2.9002e+00
2.0960e+03 1.3113e+00 8.9456e-01 1.1544e+00
2.0970e+03 1.0584e+00 3.1025e-01 1.9993e+00
2.0980e+03 1.7731e-01 1.1995e+00 6.0005e+00
2.0990e+03 1.4887e+00 1.0369e+00 2.4436e+00
2.1000e+03 1.9116e+00 9.4812e-01 1.9404e+00
2.1010e+03 7.0128e-01 6.8758e-01 3.1093e+00
2.1020e+03 -2.6168e-01 6.0996e-01 3.6559e+00
2.1030e+03 2.5821e-01 1.0504e+00 1.2778e+00
2.1040e+03 1.5323e+00 4.7108e-01 1.0834e+00
2.1050e+03 1.4292e+00 1.2680e+00 1.8817e+00
2.1060e+03 1.1028e+00 5.6906e-01 2.9483e-01
2.1070e+03 4.0327e+00 3.9494e-01 3.7501e+00
2.1080e+03 1.9631e+00 6.9418e-01 3.7920e+00
2.1090e+03 1.4256e+00 6.2651e-01 2.7269e+00
2.1100e+03 9.5857e-01 1.2638e+00 1.3075e+00
2.1110e+03 1.6326e+00 1.3021e+00 6.5123e-01
2.1120e+03 -2.7238e-02 1.1314e+00 4.1760e+00
2.1130e+03 1.4956e+00 5.6651e-01 5.0082e+00
2.1140e+03 1.1576e+00 7.5828e-01 3.3386e+00
2.1150e+03 1.5767e+00 6.4806e-01 2.5051e+00
2.1160e+03 1.6381e+00 1.1957e+00 1.4347e+00
2.1170e+03 3.8600e-01 5.2087e-01 4.4781e+00
2.1180e+03 -8.3968e-03 9.9069e-01 1.2714e+00
2.1190e+03 4.2590e-01 8.9971e-01 2.9938e+00
2.1200e+03 2.4980e+00 5.4767e-01 9.7011e-01
2.1210e+03 6.4623e-01 1.3206e+00 4.6107e+00
2.1220e+03 3.5058e-01 1.0572e+00 2.5913e+00
2.1230e+03 4.1885e-01 6.3488e-01 4.4576e+00
2.1240e+03 5.8891e-01 3.5625e-02 7.8540e-01
2.1250e+03 5.2395e-01 1.0195e+00 2.8606e+00
2.1260e+03 -3.9430e-01 4.9285e-01 5.9307e+00
2.1270e+03 1.3250e+00 1.1666e+00 3.8148e+00
2.1280e+03 4.3440e-01 1.0740e+00 4.5822e+00
2.1290e+03 3.5893e-01 1.1269e+00 3.3837e+00
2.1300e+03 3.3858e-01 9.1684e-01 3.2439e+00
2.1310e+03 3.1361e+00 8.4983e-01 4.0910e+00
2.1320e+03 6.5433e-01 1.3788e+00 1.3896e+00
2.1330e+03 7.8340e-01 6.6811e-01 2.3562e+00
2.1340e+03 -3.5710e+00 8.9450e-01 4.0458e+00
2.1350e+03 1.1283e+00 6.4676e-01 2.8202e+00
2.1360e+03 1.8204e+00 9.8277e-01 2.3307e+00
2.1370e+03 1.0632e+00 1.0969e+00 3.0190e+00
2.1380e+03 8.4785e-01 9.4089e-01 6.1088e+00
2.1390e+03 1.7255e+00 4.2469e-01 5.4132e+00
2.1400e+03 -1.9776e-01 1.1627e+00 2.8273e+00
2.1410e+03 1.3641e-01 1.2299e+00 6.1229e+00
2.1420e+03 4.1110e+00 6.2482e-01 1.6859e+00
2.1430e+03 -6.0624e-01 3.3359e-01 7.2788e-02
2.1440e+03 9.5103e-01 6.7038e-01 3.8305e+00
2.1450e+03 4.2250e-01 7.5828e-01 1.3738e+00
2.1460e+03 1.1646e-01 3.7103e-01 4.9676e-01
2.1470e+03 8.7106e-01 6.4658e-01 2.8214e+00
2.1480e+03 6.2209e-01 1.1970e+00 2.6550e+00
2.1490e+03 3.7516e-01 1.1404e+00 4.4293e+00
2.1500e+03 6.1215e-01 1.1528e+00 3.1534e+00
2.1510e+03 -1.0886e+00 8.3054e-01 4.8344e+00
2.1520e+03 4.4642e-01 1.3588e+00 1.5080e+00
2.1530e+03 7.8736e-01 4.2373e-01 2.2686e+00
2.1540e+03 1.2166e+00 6.4390e-01 7.3620e-01
2.1550e+03 1.1131e+00 3.8384e-01 4.5150e+00
2.1560e+03 4.6737e-01 3.3272e-01 1.0045e+00
2.1570e+03 6.5758e-01 6.0223e-01 3.4120e+00
2.1580e+03 3.0578e-01 1.0497e+00 5.0070e+00
2.1590e+03 8.6952e-01 1.0573e+00 3.1254e+00
2.1600e+03 4.3542e-02 1.2604e+00 4.2446e+00
2.1610e+03 -2.1885e-01 8.7588e-01 1.0380e+00
2.1620e+03 2.1361e-01 8.2479e-01 4.1705e+00
2.1630e+03 1.3914e+00 2.9274e-01 2.4790e+00
2.1640e+03 2.8976e-01 9.0500e-01 5.4721e-01
2.1650e+03 2.0774e+00 7.1284e-01 2.6646e+00
2.1660e+03 6.5577e-02 1.1320e+00 3.3285e+00
2.1670e+03 1.0641e+00 8.3344e-02 1.2473e+00
2.1680e+03 4.6367e+00 6.0996e-01 2.0852e+00
2.1690e+03 4.8872e-01 2.3469e-01 1.1128e-01
2.1700e+03 5.2040e-01 1.2347e+00 1.7096e+00
2.1710e+03 1.7437e+00 1.1788e+00 2.1380e+00
2.1720e+03 -1.1451e-01 1.3421e+00 4.3401e+00
2.1730e+03 6.1449e-01 9.6270e-01 2.4868e+00
2.1740e+03 3.2842e-01 1.0205e+00 2.7590e+00
2.1750e+03 1.7396e+00 9.7685e-01 1.1474e+00
